wo_id,tag_sap,wo_type,created_date,basic_start,basic_finish,actual_finish,status,short_text,long_text,planned_hours,actual_hours,crew,work_center,priority,ta_id
40000170,100-TV-101,PM02,2022-02-22,2022-03-15,2022-03-16,2022-03-17,CLSD,CALIBRATE CONTROL VALVE,Calibrated desalter temperature control valve TV-101 to ensure accurate temperature regulation. Verified valve response and adjusted setpoints as required. Valve operated within specified parameters after calibration.,3.9,4.1,1 instrument tech,INST,4,
40000171,100-PV-101,PM02,2022-02-27,2022-03-11,2022-03-13,2022-03-13,CLSD,CALIBRATE CONTROL VALVE,Calibrated column overhead pressure control valve PV-101 as scheduled. Verified setpoint accuracy and response time. No deviations found; valve operating within normal parameters.,3.0,2.7,1 instrument tech,INST,3,
40000172,100-V-101,PM02,2022-03-26,2022-04-10,2022-04-11,2022-04-12,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on electrostatic desalter V-101. Checked for signs of wall loss and corrosion. No abnormalities found. Equipment operating within normal parameters.,5.7,5.5,"1 inspector, 1 fitter",INSP,4,
40000173,100-E-103,PM02,2022-03-27,2022-04-20,2022-04-21,2022-04-20,CLSD,EXT INSP LUBE CONDITION,External inspection of lube condition completed on crude/kerosene pumparound preheat exchanger #3. No abnormalities detected. Lubrication system verified and found within operational parameters. Equipment returned to service.,6.4,4.9,"1 inspector, 1 fitter",INSP,3,
40000174,100-FV-101,PM02,2022-03-28,2022-04-20,2022-04-22,2022-04-22,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-101 control valve to ensure accurate flow regulation. Verified valve response and adjusted actuator settings. Valve passing confirmed during testing.,3.2,3.6,1 instrument tech,INST,3,
40000175,100-D-101,PM02,2022-03-29,2022-04-17,2022-04-18,2022-04-17,CLSD,EXT INSP LUBE CONDITION,External inspection of overhead reflux drum D-101 completed. Lube condition checked and found healthy. No abnormalities detected during inspection. Equipment operating within normal parameters.,5.0,4.1,"1 inspector, 1 fitter",INSP,4,
40000176,100-E-105,PM02,2022-03-29,2022-04-22,2022-04-23,2022-04-23,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude/AGO product preheat exchanger #5. Observed slow fouling buildup but no immediate action required. Lubrication system intact and functioning within normal parameters. Equipment operating as expected at time of inspection.,6.7,8.2,"1 inspector, 1 fitter",INSP,4,
40000177,100-D-104,PM02,2022-03-30,2022-04-20,2022-04-21,2022-04-22,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on residue flash drum D-104. No leaks or abnormalities found. Lubrication condition verified as healthy. Equipment operating within normal parameters.,5.0,5.9,"1 inspector, 1 fitter",INSP,4,
40000178,100-H-101,PM02,2022-03-30,2022-04-21,2022-04-22,2022-04-21,CLSD,EXT INSP LUBE CONDITION,External inspection of crude fired heater H-101 completed. Lube condition checked and found within acceptable limits. No abnormalities detected during inspection. Equipment operating normally.,5.2,5.3,"1 inspector, 1 fitter",INSP,4,
40000179,100-C-101,PM02,2022-03-31,2022-04-16,2022-04-18,2022-04-19,CLSD,EXT INSP LUBE CONDITION,External inspection of lube system completed. No leaks or contamination found. Lubrication condition verified as normal. Equipment operating within standard parameters.,7.2,7.1,"1 inspector, 1 fitter",INSP,4,
40000180,100-E-106,PM02,2022-03-31,2022-04-23,2022-04-24,2022-04-24,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication condition on exchanger E-106 cold end. Found minor residue buildup but lubrication intact. No leaks or damage observed. Equipment operating within normal parameters at time of inspection.,5.1,4.2,"1 inspector, 1 fitter",INSP,4,
40000181,100-D-103,PM02,2022-04-01,2022-04-19,2022-04-21,2022-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of diesel stripper D-103. Checked lube oil condition; found within acceptable parameters. No leaks or abnormalities detected. Equipment operating normally.,5.0,4.3,"1 inspector, 1 fitter",INSP,3,
40000182,100-E-102,PM02,2022-04-03,2022-04-19,2022-04-21,2022-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of crude/atmospheric residue preheat exchanger #2. Checked lube condition; no abnormalities found. Noted fast fouling on heat transfer surfaces; cleaning recommended during next shutdown.,7.1,7.7,"1 inspector, 1 fitter",INSP,3,
40000183,100-E-107,PM02,2022-04-03,2022-04-24,2022-04-26,2022-04-26,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication system on overhead naphtha condenser E-107. Noted slow fouling impacting heat transfer efficiency. Cleaned accessible components and verified oil levels. No leaks or abnormalities detected during inspection.,5.9,5.4,"1 inspector, 1 fitter",INSP,4,
40000184,100-D-102,PM02,2022-04-04,2022-04-18,2022-04-20,2022-04-20,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of kerosene stripper D-102 focusing on lube condition. No leaks or contamination found. Lubrication levels within acceptable range. Equipment operating normally.,4.8,5.5,"1 inspector, 1 fitter",INSP,3,
40000185,100-E-111,PM02,2022-04-04,2022-04-19,2022-04-20,2022-04-21,CLSD,EXT INSP LUBE CONDITION,"Performed external inspection of lube condition on diesel product / BFW exchanger E-111. No abnormalities found, lubrication system operating within normal parameters. Equipment confirmed healthy and fully functional.",6.5,6.0,"1 inspector, 1 fitter",INSP,4,
40000186,100-E-112,PM02,2022-04-04,2022-04-20,2022-04-22,2022-04-23,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube system on residue rundown cooler E-112. No leaks or abnormalities found. Lubrication condition verified as healthy. Equipment operating within normal parameters.,6.2,7.3,"1 inspector, 1 fitter",INSP,4,
40000187,100-FV-102,PM02,2022-04-04,2022-04-21,2022-04-22,2022-04-22,CLSD,CALIBRATE CONTROL VALVE,Calibrated stripping steam flow control valve FV-102 to ensure accurate modulation of column stripping steam. Verified valve response and adjusted setpoints as required. Valve operated within specified parameters after calibration.,3.5,3.2,1 instrument tech,INST,3,
40000188,100-E-108,PM02,2022-04-05,2022-04-25,2022-04-27,2022-04-26,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lubrication system on overhead trim condenser E-108. Verified oil levels and checked for leaks. No abnormalities found; lubrication condition healthy.,5.7,6.5,"1 inspector, 1 fitter",INSP,4,
40000189,100-E-109,PM02,2022-04-05,2022-04-26,2022-04-27,2022-04-26,CLSD,EXT INSP LUBE CONDITION,"External inspection of lube condition performed on E-109. Minor fouling observed on heat exchange surfaces, cleaned during inspection. No leaks or abnormal wear detected. Equipment returned to service in normal operating condition.",8.0,8.7,"1 inspector, 1 fitter",INSP,4,
40000190,100-E-110,PM02,2022-04-05,2022-04-18,2022-04-20,2022-04-21,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of kerosene stripper reboiler E-110. Noted moderate wall loss on lower shell section. Lubrication system checked and found in good condition. No leaks or abnormalities detected during service.,4.7,3.7,"1 inspector, 1 fitter",INSP,3,
40000191,100-E-101,PM02,2022-04-07,2022-04-18,2022-04-20,2022-04-20,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude preheat exchanger E-101. No leaks or abnormalities found. Lubrication levels checked and within acceptable limits. Equipment operating normally at time of inspection.,7.1,6.0,"1 inspector, 1 fitter",INSP,3,
40000192,100-E-104,PM02,2022-04-07,2022-04-21,2022-04-23,2022-04-24,CLSD,EXT INSP LUBE CONDITION,Performed external inspection of lube condition on crude/diesel pumparound preheat exchanger #4. Noted slow fouling signs on heat transfer surfaces. No immediate action required; monitoring continued.,7.6,8.5,"1 inspector, 1 fitter",INSP,3,
40000193,100-FV-103,PM02,2022-04-08,2022-04-22,2022-04-23,2022-04-22,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-103 control valve on naphtha pumparound system. Verified valve response and signal accuracy. No deviations found during calibration. Equipment returned to service in proper operating condition.,4.0,4.5,1 instrument tech,INST,3,
40000194,100-FV-101,PM01,2022-05-04,2022-05-18,2022-05-19,2022-05-20,CLSD,REPACK VALVE STOP PASSING,Valve FV-101 was repacked due to internal leakage causing passing. Packing material replaced and gland tightened. Valve tested and confirmed leak-free after maintenance.,7.4,8.9,"1 fitter, 1 instrument tech",INST,2,
40000195,100-P-101A,PM02,2022-07-09,2022-07-28,2022-07-30,2022-07-31,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and mounting integrity. No abnormal vibrations detected; seal operated within normal parameters.,4.8,5.3,"1 fitter, 1 inspector",MECH,4,
40000196,100-P-102A,PM02,2022-07-10,2022-08-01,2022-08-02,2022-08-01,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on desalter water pump A (P-102A). Noted minor seal leakage, monitored for further deterioration. No immediate action required, will continue regular inspections.",4.5,5.3,"1 fitter, 1 inspector",MECH,3,
40000197,100-P-103A,PM02,2022-07-20,2022-08-02,2022-08-03,2022-08-02,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on overhead reflux pump A (P-103A). Inspected lubrication system and mechanical seal condition. No abnormalities detected during inspection. Equipment operating within normal parameters.,4.9,5.9,"1 fitter, 1 inspector",MECH,4,
40000198,100-P-105A,PM02,2022-07-22,2022-08-04,2022-08-05,2022-08-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no active leaks. Equipment operated within normal parameters throughout service.,3.5,3.7,"1 fitter, 1 inspector",MECH,4,
40000199,100-P-106A,PM02,2022-10-12,2022-11-05,2022-11-07,2022-11-06,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal on Diesel product pump A (P-106A). No abnormalities detected. Equipment operating within normal parameters. Maintenance completed as scheduled.,3.6,4.4,"1 fitter, 1 inspector",MECH,3,
40000200,100-P-103B,PM02,2022-10-14,2022-11-03,2022-11-05,2022-11-04,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on overhead reflux pump B (P-103B). Lubrication of seal completed and inspected. No abnormalities detected, equipment operating within normal parameters.",3.3,2.9,"1 fitter, 1 inspector",MECH,4,
40000201,100-P-104B,PM02,2022-10-14,2022-11-04,2022-11-05,2022-11-06,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on atmospheric residue bottoms pump B (P-104B). No abnormalities detected, seal condition healthy. Equipment operating within normal parameters.",4.0,4.5,"1 fitter, 1 inspector",MECH,3,
40000202,100-P-102B,PM02,2022-10-18,2022-11-02,2022-11-04,2022-11-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Desalter water pump B (P-102B). No abnormalities detected. Equipment operating within normal parameters.,4.9,4.8,"1 fitter, 1 inspector",MECH,3,
40000203,100-P-106B,PM02,2022-10-18,2022-11-06,2022-11-08,2022-11-09,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on diesel product pump B (P-106B). Inspected lubrication system and seal condition. No abnormalities detected, equipment operating within normal parameters.",4.3,4.2,"1 fitter, 1 inspector",MECH,4,
40000204,100-P-105B,PM02,2022-10-19,2022-11-05,2022-11-07,2022-11-08,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of Naphtha product pump B (P-105B) during naphtha rundown. No abnormalities detected. Seal condition healthy and within operational limits. Equipment returned to service without issues.,5.0,5.3,"1 fitter, 1 inspector",MECH,4,
40000205,100-P-101B,PM02,2022-10-22,2022-11-01,2022-11-03,2022-11-03,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on crude charge pump B (P-101B). No abnormalities detected. Equipment operating within normal parameters.,4.6,5.3,"1 fitter, 1 inspector",MECH,4,
40000206,100-P-104A,PM02,2022-10-24,2022-11-03,2022-11-05,2022-11-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lubrication seal on atmospheric residue bottoms pump P-104A. No abnormalities detected. Equipment operating within normal parameters. Maintenance completed as scheduled.,4.9,6.1,"1 fitter, 1 inspector",MECH,4,
40000207,100-P-101A,PM01,2023-01-05,2023-01-16,2023-01-18,2023-01-19,CLSD,REPL BRG DE COUPLE,"High vibration detected on P-101A prior to maintenance. Bearing replaced and coupling serviced. Vibration readings dropped significantly post-job, confirming issue resolution.",9.1,7.2,"2 fitters, 1 millwright",MECH,1,
40000208,100-P-101A,PM02,2023-01-09,2023-01-28,2023-01-30,2023-01-31,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and mounting integrity. No abnormal vibration detected. Equipment operating within normal parameters.,3.2,3.6,"1 fitter, 1 inspector",MECH,4,
40000209,100-P-105A,PM02,2023-01-12,2023-02-04,2023-02-06,2023-02-05,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Naphtha product pump A (P-105A) during naphtha rundown. No abnormal vibrations detected. Seal showed minor wear but no leaks observed. Equipment operating within normal parameters.,3.2,2.6,"1 fitter, 1 inspector",MECH,4,
40000210,100-P-102A,PM02,2023-01-19,2023-02-01,2023-02-02,2023-02-01,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lubrication seal on Desalter water pump A (P-102A). No abnormalities detected, seal showed no signs of leakage. Equipment operating within normal parameters.",4.2,5.2,"1 fitter, 1 inspector",MECH,4,
40000211,100-P-103A,PM02,2023-01-19,2023-02-02,2023-02-03,2023-02-04,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on overhead reflux pump P-103A. Inspected lubrication system and mechanical seal condition. No abnormalities detected, pump operated within normal vibration limits. Seal integrity confirmed, no leaks observed.",4.1,4.2,"1 fitter, 1 inspector",MECH,3,
40000212,100-P-102A,PM01,2023-01-25,2023-02-08,2023-02-11,2023-02-12,CLSD,REPL MECH SEAL,Seal leakage was observed on Desalter water pump A (P-102A) causing a drop in seal pot level. Seal was replaced during the maintenance. Pump was tested and returned to service without further leakage.,7.7,7.8,2 fitters,MECH,1,
40000213,100-H-101,PM03,2023-02-03,2023-03-10,2023-03-17,2023-03-17,CLSD,TA HEATER TUBE INSP,Performed thorough inspection of heater tubes in crude fired heater H-101. No leaks or significant wear detected. Tubes cleaned and integrity confirmed. Job closed as equipment is healthy.,92.5,92.8,"3 fitters, 2 inspectors, 1 crane op",MECH,1,TA-2023
40000214,100-PSV-104,PM03,2023-02-03,2023-03-10,2023-03-17,2023-03-18,CLSD,PSV POP TEST CERT,Performed pop test on PSV-104 as scheduled. Valve operated within set pressure limits. No leaks or malfunctions detected. Certification completed and documented.,4.0,4.8,"1 tech, 1 inspector",INSP,1,TA-2023
40000215,100-E-103,PM03,2023-02-04,2023-03-09,2023-03-12,2023-03-13,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of tube bundle in pumparound preheat exchanger E-103. Removed fouling deposits causing reduced heat transfer efficiency. Verified no leaks or damage in tubes and shell. Equipment returned to service after confirming proper operation.,19.5,20.7,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000216,100-E-102,PM03,2023-02-05,2023-03-08,2023-03-14,2023-03-14,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning of bundle fouling on both shell and tube sides of E-102. Inspected exchanger thoroughly and replaced all gaskets as required. Equipment returned to service with no leaks detected.,22.1,23.6,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000217,100-E-104,PM03,2023-02-06,2023-03-10,2023-03-14,2023-03-15,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of crude/diesel pumparound preheat exchanger #4 (E-104). Removed fouling deposits causing reduced heat transfer efficiency. Verified tube integrity and overall exchanger condition. Equipment returned to service with improved performance.,17.8,13.7,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000218,100-E-111,PM03,2023-02-06,2023-03-08,2023-03-16,2023-03-16,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of the diesel product cooling exchanger E-111. Checked all tubes and removed deposits. Verified no leaks or damages found. Equipment returned to service in healthy condition.,17.7,18.5,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000219,100-E-108,PM03,2023-02-07,2023-03-14,2023-03-17,2023-03-17,CLSD,TA OPEN CLEAN INSPECT RGKT,"Performed cleaning and inspection of the two-bundle overhead trim condenser E-108 as scheduled. Checked for any signs of fouling or damage in the column overhead trim system. No abnormalities found, equipment confirmed healthy.",16.8,17.8,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000220,100-PSV-103,PM03,2023-02-07,2023-03-09,2023-03-14,2023-03-15,CLSD,PSV POP TEST CERT,Performed pop test on PSV-103 to verify set pressure and proper operation. No leaks or malfunctions detected during testing. Valve certified healthy and returned to service on 2023-03-09.,4.8,4.0,"1 tech, 1 inspector",INSP,1,TA-2023
40000221,100-D-103,PM03,2023-02-12,2023-03-08,2023-03-16,2023-03-16,CLSD,TA INTERNAL INSP CLEAN,"Performed internal inspection and cleaning of diesel stripper D-103 as scheduled. No abnormalities detected, equipment in healthy condition. All components verified and cleaned thoroughly. Job closed.",49.9,38.8,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2023
40000222,100-E-101,PM03,2023-02-12,2023-03-19,2023-03-26,2023-03-27,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of E-101 bundle due to fast fouling on both shell and tube sides. Replaced gaskets to ensure proper sealing. Equipment returned to service with no leaks detected.,17.0,16.6,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000223,100-E-107,PM03,2023-02-12,2023-03-13,2023-03-17,2023-03-18,CLSD,TA OPEN CLEAN INSPECT RGKT,"Performed cleaning and inspection of overhead naphtha condenser E-107. Removed fouling deposits causing slow condensing. Verified RGKT condition, no damage found. Equipment returned to service.",19.7,18.6,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000224,100-PSV-102,PM03,2023-02-12,2023-03-08,2023-03-11,2023-03-10,CLSD,PSV POP TEST CERT,Performed pop test on PSV-102 to verify set pressure and reseat functionality. Valve operated within specified parameters. Certification completed and documented.,4.1,4.6,"1 tech, 1 inspector",INSP,1,TA-2023
40000225,100-PSV-105,PM03,2023-02-12,2023-03-11,2023-03-18,2023-03-17,CLSD,PSV POP TEST CERT,Performed pop test on PSV-105 to verify set pressure and reseat functionality. Valve operated within specified parameters. No leaks or malfunctions detected during inspection. Certification completed and documented.,4.8,4.2,"1 tech, 1 inspector",INSP,1,TA-2023
40000226,100-E-106,PM03,2023-02-13,2023-03-12,2023-03-15,2023-03-15,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of bundle on both shell and tube sides due to fast fouling. Replaced all gaskets to ensure proper sealing. Equipment returned to service without issues.,21.2,25.1,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000227,100-E-109,PM03,2023-02-13,2023-03-15,2023-03-18,2023-03-18,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed thorough cleaning of E-109 naphtha/crude interchanger to address slow fouling issue. Inspected all tubes and removed deposits to restore optimal flow. Verified no leaks or damages during inspection. Equipment returned to service in good condition.,21.5,16.3,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000228,100-E-112,PM03,2023-02-14,2023-03-09,2023-03-13,2023-03-12,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of residue rundown cooler E-112 as scheduled. No abnormalities found in gasket condition. Equipment operating within normal parameters after service.,18.9,23.2,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000229,100-PSV-101,PM03,2023-02-14,2023-03-19,2023-03-27,2023-03-28,CLSD,PSV POP TEST CERT,"Performed proof pressure test on column overhead PSV-101 as per schedule. Valve held pressure within allowable limits, no leaks detected. Certification documentation completed and filed under TA-2023. Equipment confirmed healthy and returned to service.",4.6,5.7,"1 tech, 1 inspector",INSP,1,TA-2023
40000230,100-D-101,PM03,2023-02-15,2023-03-18,2023-03-21,2023-03-21,CLSD,TA INTERNAL INSP CLEAN,"Performed internal inspection and cleaning of overhead reflux drum D-101. No abnormalities found, equipment in healthy condition. All components verified and cleaned as per schedule. Job completed and documented under TA-2023.",47.3,57.3,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2023
40000231,100-D-104,PM03,2023-02-15,2023-03-09,2023-03-12,2023-03-11,CLSD,TA INTERNAL INSP CLEAN,Performed internal inspection and cleaning of residue flash drum D-104. Removed deposits and checked for corrosion. No abnormalities found. Equipment returned to service.,39.7,46.2,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2023
40000232,100-E-105,PM03,2023-02-16,2023-03-11,2023-03-19,2023-03-18,CLSD,TA OPEN CLEAN INSPECT RGKT,Performed cleaning and inspection of crude/AGO preheat exchanger #5. Removed fouling deposits from heat transfer surfaces. Verified tube integrity and checked for leaks. Equipment returned to service without issues.,17.1,18.6,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000233,100-V-101,PM03,2023-02-17,2023-03-12,2023-03-16,2023-03-15,CLSD,TA INTERNAL INSP CLEAN,Performed internal inspection and cleaning of Electrostatic desalter V-101 during turnaround. UT thickness readings were taken and recorded to assess wall loss. Equipment condition remains stable; recommend continued monitoring of thickness until next turnaround in 2027.,62.6,59.6,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2023
40000234,100-PSV-106,PM03,2023-02-18,2023-03-12,2023-03-19,2023-03-20,CLSD,PSV POP TEST CERT,Performed pop test on PSV-106 residue flash drum as scheduled. Valve operated within set pressure limits. No leaks or malfunctions detected. Certification completed and documented.,4.8,3.9,"1 tech, 1 inspector",INSP,1,TA-2023
40000235,100-C-101,PM03,2023-02-19,2023-03-17,2023-03-24,2023-03-25,CLSD,TA INTERNAL TRAY INSP,Inspected internal trays of atmospheric distillation column C-101 for integrity and fouling. No significant damage or corrosion found. Cleaned trays and ensured proper alignment. Equipment returned to service without issues.,92.6,82.1,"4 fitters, 2 inspectors, 2 scaffolders, 1 crane op",MECH,1,TA-2023
40000236,100-D-102,PM03,2023-02-20,2023-03-19,2023-03-22,2023-03-22,CLSD,TA INTERNAL INSP CLEAN,Performed internal inspection and cleaning of kerosene stripper D-102. Removed deposits and checked for corrosion. Equipment found in healthy condition. No abnormalities detected during service.,56.9,66.0,"3 fitters, 2 inspectors, 1 scaffolder",MECH,1,TA-2023
40000237,100-E-110,PM03,2023-02-26,2023-03-19,2023-03-24,2023-03-23,CLSD,TA OPEN CLEAN INSPECT RGKT,"Performed cleaning and inspection of kerosene stripper reboiler (E-110) during turnaround. UT thickness readings were taken, indicating wall loss within acceptable limits. Recommend continued monitoring of thickness until next turnaround in 2027.",20.0,22.5,"3 fitters, 1 inspector, 1 crane op",MECH,1,TA-2023
40000238,100-LV-102,PM02,2023-03-14,2023-04-07,2023-04-08,2023-04-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated control valve LV-102 for column bottoms level. Verified valve response and adjusted setpoints to ensure accurate level control. No abnormalities detected during calibration.,2.9,3.5,1 instrument tech,INST,3,
40000239,100-PV-102,PM02,2023-03-17,2023-04-07,2023-04-08,2023-04-09,CLSD,CALIBRATE CONTROL VALVE,Calibrated fuel gas pressure control valve PV-102 as scheduled. Verified setpoints and response times within acceptable limits. No leaks or mechanical issues detected during inspection. Valve operated smoothly throughout the calibration process.,2.8,3.4,1 instrument tech,INST,4,
40000240,100-PV-101,PM02,2023-03-18,2023-04-07,2023-04-08,2023-04-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated column overhead pressure control valve PV-101 as scheduled. Verified setpoints and response accuracy. Valve operated within specified parameters after adjustment. No leaks or faults detected during calibration.,3.3,2.7,1 instrument tech,INST,3,
40000241,100-LV-101,PM02,2023-03-20,2023-04-07,2023-04-09,2023-04-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated LV-101 control valve for overhead accumulator level. Verified valve response and adjusted setpoints to maintain proper level control. No deviations found during calibration. Equipment operating within normal parameters.,3.6,4.2,1 instrument tech,INST,3,
40000242,100-TV-101,PM02,2023-03-22,2023-04-07,2023-04-09,2023-04-08,CLSD,CALIBRATE CONTROL VALVE,Calibrated desalter temperature control valve TV-101 to ensure accurate temperature regulation. Verified valve response and adjusted setpoints as required. Valve operated within specified parameters after calibration.,2.7,2.2,1 instrument tech,INST,4,
40000243,100-FV-101,PM02,2023-04-04,2023-04-20,2023-04-21,2023-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated FV-101 control valve to correct flow deviations. Verified valve response and adjusted setpoints for optimal crude charge control. No leaks or mechanical issues detected during calibration.,3.8,3.8,1 instrument tech,INST,4,
40000244,100-FV-102,PM02,2023-04-04,2023-04-21,2023-04-22,2023-04-21,CLSD,CALIBRATE CONTROL VALVE,Calibrated stripping steam flow control valve FV-102 to ensure accurate response and stable operation. Verified valve position feedback and adjusted actuator settings. Confirmed proper function under normal operating conditions.,3.7,3.6,1 instrument tech,INST,3,
40000245,100-FV-103,PM02,2023-04-08,2023-04-22,2023-04-23,2023-04-24,CLSD,CALIBRATE CONTROL VALVE,"Calibrated FV-103 control valve on naphtha pumparound system. Verified valve response and positioner accuracy. No deviations found, valve operating within normal parameters.",3.5,4.0,1 instrument tech,INST,4,
40000246,100-P-103A,PM01,2023-07-08,2023-07-19,2023-07-21,2023-07-20,CLSD,REPL BRG DE COUPLE,High vibration detected on overhead reflux pump A prior to maintenance. Replaced bearing on drive couple. Vibration readings dropped significantly after replacement. Equipment operating within normal parameters post-job.,10.1,8.5,"2 fitters, 1 millwright",MECH,2,
40000247,100-P-101A,PM02,2023-07-10,2023-07-28,2023-07-29,2023-07-30,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on lube seal of crude charge pump P-101A. Inspected seal condition and mounting integrity. No abnormal vibration detected during inspection. Equipment operating within normal parameters at time of check.,5.0,4.5,"1 fitter, 1 inspector",MECH,4,
40000248,100-P-102A,PM02,2023-07-10,2023-08-01,2023-08-03,2023-08-04,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check and inspected lube seal on Desalter water pump A (P-102A). No abnormalities detected, seal integrity confirmed. Equipment operating within normal parameters.",4.2,3.6,"1 fitter, 1 inspector",MECH,3,
40000249,100-P-103B,PM02,2023-07-11,2023-08-03,2023-08-04,2023-08-05,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on overhead reflux pump B (P-103B). Lubrication system inspected and seal condition verified. No abnormalities detected, equipment operating within normal parameters.",4.1,4.5,"1 fitter, 1 inspector",MECH,4,
40000250,100-P-101B,PM02,2023-07-15,2023-08-01,2023-08-03,2023-08-04,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check on crude charge pump B (P-101B). Inspected lube seal for leaks and wear. No abnormalities detected; equipment operating within normal parameters.,4.6,5.5,"1 fitter, 1 inspector",MECH,4,
40000251,100-P-106A,PM02,2023-07-16,2023-08-05,2023-08-07,2023-08-07,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and inspected lube seal on Diesel product pump A (P-106A). No abnormalities detected. Equipment operating within normal parameters.,4.7,5.8,"1 fitter, 1 inspector",MECH,3,
40000252,100-P-106B,PM02,2023-07-17,2023-08-06,2023-08-08,2023-08-09,CLSD,VIB CHECK LUBE SEAL INSP,Performed vibration check and lubrication seal inspection on diesel product pump B (P-106B). No abnormalities detected. Equipment operating within normal parameters. Job completed as scheduled.,3.4,2.7,"1 fitter, 1 inspector",MECH,3,
40000253,100-P-102B,PM02,2023-07-18,2023-08-02,2023-08-04,2023-08-03,CLSD,VIB CHECK LUBE SEAL INSP,"Performed vibration check on lube seal of desalter water pump B (P-102B). No abnormalities detected. Seal condition healthy, lubrication adequate. Equipment operating within normal parameters.",3.3,3.6,"1 fitter, 1 inspector",MECH,3,
