insp_id,tag_dwg,insp_date,insp_type,finding_text,fouling_pct,wall_min_mm,vib_mm_s,severity,recommendation,next_insp_due
INS-2022-0280,101-P-004A,2022-10-19,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2022-10-19. Vibration amplitude measured 3.0 mm/s. The pump is in column bottoms service. Previous maintenance included a vibration check and lubrication seal inspection.,,,0.57,LOW,No action,2023-01-18
INS-2022-0281,101-P-006B,2022-10-19,VIBRATION,Diesel product pump B (P-106B) operating in diesel rundown service was inspected for vibration on 2022-10-19. Vibration measurement recorded at 1.7 mm/s. No abnormalities observed in the lubrication seal area during the inspection.,,,2.38,LOW,No action,2023-01-18
INS-2022-0282,101-P-001A,2022-10-30,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2022-10-30. The vibration reading recorded was 6.08 mm/s. The pump is in service for crude charge to heater. Previous maintenance included a vibration check and lube seal inspection.,,,6.15,HIGH,Replace bearings,2023-01-29
INS-2023-0283,101-P-001B,2023-01-16,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2023-01-16. Vibration reading recorded at 1.64 mm/s. No abnormal vibration levels observed during inspection. Equipment operating within expected parameters for crude charge to heater service.,,,0.56,LOW,No action,2023-04-17
INS-2023-0284,101-P-002A,2023-01-16,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2023-01-16. Vibration reading recorded at 2.95 mm/s. Inspection focused on lubrication seal condition as per work order VIB CHECK LUBE SEAL INSP. No visible leaks or abnormalities observed during inspection.,,,2.34,LOW,No action,2023-04-17
INS-2023-0285,101-P-004B,2023-01-16,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2023-01-16. Vibration amplitude measured at 2.12 mm/s. Equipment is operating within expected parameters. No abnormal vibration detected during this inspection.,,,0.54,LOW,No action,2023-04-17
INS-2023-0286,101-P-005A,2023-01-16,VIBRATION,"On 2023-01-16, vibration measurement on Naphtha product pump A (P-105A) in naphtha rundown service recorded a vibration level of 2.68 mm/s. The inspection was conducted as part of a vibration check and lube seal inspection. No visible abnormalities or leaks were observed at the seal during the inspection.",,,2.42,LOW,No action,2023-04-17
INS-2023-0287,101-P-002B,2023-01-17,VIBRATION,Desalter water pump B (P-102B) vibration measured at 2.51 mm/s on 2023-01-17. Vibration levels are within expected operating range. Equipment observed in normal condition during inspection. No abnormal noise or movement detected.,,,0.53,LOW,No action,2023-04-18
INS-2023-0288,101-P-003A,2023-01-17,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2023-01-17. The vibration reading recorded was 3.96 mm/s. The pump is in column overhead reflux service. Previous work order noted lubrication seal inspection.,,,4.08,MEDIUM,Increase monitoring frequency,2023-04-18
INS-2023-0289,101-P-005B,2023-01-17,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2023-01-17 during naphtha rundown service. Vibration reading recorded at 3.13 mm/s. Equipment appeared stable with no abnormal noise or movement observed. Previous work order noted as vibration check and lube seal inspection.,,,0.52,LOW,No action,2023-04-18
INS-2023-0290,101-P-006A,2023-01-17,VIBRATION,"Diesel product pump A (P-106A) was inspected for vibration on 2023-01-17. The vibration reading recorded was 3.24 mm/s. The inspection focused on the lubrication seal area as per the recent work order ""VIB CHECK LUBE SEAL INSP."" No abnormalities were noted during the visual examination.",,,2.55,LOW,No action,2023-04-18
INS-2023-0291,101-P-003B,2023-01-18,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2023-01-18. Vibration reading measured 1.64 mm/s. Equipment observed in normal operating condition with no abnormal noise or movement detected. Lubrication seal area showed no signs of leakage or wear.,,,0.56,LOW,No action,2023-04-19
INS-2023-0292,101-P-004A,2023-01-18,VIBRATION,Atmospheric residue bottoms pump A (P-104A) operating in column bottoms service was inspected for vibration on 2023-01-18. Vibration amplitude measured 2.76 mm/s. No abnormal vibration levels were observed during the inspection.,,,2.35,LOW,No action,2023-04-19
INS-2023-0293,101-P-006B,2023-01-18,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2023-01-18. The vibration reading recorded was 2.71 mm/s. No abnormalities or deviations from baseline values were observed during the inspection. The unit was operating under diesel rundown service conditions.,,,0.56,LOW,No action,2023-04-19
INS-2023-0294,101-P-001A,2023-01-29,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2023-01-29. Vibration level recorded was 2.14 mm/s. The pump is in service for crude charge to heater. Previous work order involved vibration check and lube seal inspection.,,,1.95,LOW,No action,2023-04-30
INS-2023-0295,101-PSV-101,2023-03-10,PSV_TEST,The column overhead pressure safety valve (PSV-101) was inspected on 2023-03-10 as part of the PSV_TEST. The valve was visually examined in accordance with drawing 101-PSV-101. No abnormalities or damage were observed on the valve body or connections. No numeric test readings were recorded during this inspection. The most recent work order referenced was PSV POP TEST CERT.,,,,LOW,No action — certified,2027-03-01
INS-2023-0296,101-PSV-103,2023-03-10,PSV_TEST,The desalter pressure safety valve PSV-103 was inspected on 2023-03-10 as part of the PSV_POP TEST CERT. The valve appeared intact with no visible signs of damage or corrosion. No numeric readings were recorded during the inspection. The valve is installed for desalter protection as indicated on drawing 101-PSV-103.,,,,LOW,No action — certified,2027-03-01
INS-2023-0297,101-PSV-102,2023-03-11,PSV_TEST,The pressure safety valve PSV-102 on the fired heater tube was inspected on 2023-03-11 as part of the PSV_TEST. The valve showed no visible signs of damage or leakage. The PSV pop test was performed and certified according to the work order PSV POP TEST CERT. No numeric readings were recorded during the inspection.,,,,LOW,No action — certified,2027-03-01
INS-2023-0298,101-PSV-104,2023-03-11,PSV_TEST,"The reflux drum pressure safety valve (PSV-104) was inspected on 2023-03-11 as part of the PSV test. The valve was visually examined and operated during the test. No leakage or mechanical damage was observed. The valve functioned within expected parameters, with no abnormal noise or sticking noted.",,,,LOW,No action — certified,2027-03-01
INS-2023-0299,101-PSV-105,2023-03-12,PSV_TEST,The kerosene stripper pressure safety valve (PSV-105) was inspected on 2023-03-12. The PSV was tested as per the PSV_POP_TEST procedure. No abnormalities or leaks were observed during the inspection. The valve appeared to be in good condition with no visible damage.,,,,LOW,No action — certified,2027-03-01
INS-2023-0300,101-PSV-106,2023-03-13,PSV_TEST,The residue flash drum PSV (PSV-106) was inspected on 2023-03-13 as part of the PSV_TEST. The pressure safety valve was visually examined and found to be intact with no signs of leakage or damage. No numeric readings were recorded during the inspection. The valve is designated for residue flash protection service and corresponds to drawing 101-PSV-106. The most recent work order referenced is PSV POP TEST CERT.,,,,LOW,No action — certified,2027-03-01
INS-2023-0301,101-C-001,2023-03-22,INTERNAL,"Internal inspection of atmospheric distillation column C-101 revealed trays in good condition with no visible signs of corrosion, deformation, or fouling. The column internals appeared clean and intact, consistent with normal operating conditions. No leaks or damage were observed during the inspection on 2023-03-22.",,,,LOW,No action,2024-03-21
INS-2023-0302,101-D-004,2023-03-22,INTERNAL,"The internal inspection of residue flash drum D-104 was conducted on 2023-03-22. The vessel interior showed no visible signs of corrosion, pitting, or mechanical damage. The internal surfaces appeared clean following the recent maintenance activity. No deposits or fouling were observed on the drum internals.",,,,LOW,No action,2024-03-21
INS-2023-0303,101-E-003,2023-03-22,INTERNAL,Internal inspection of crude/kerosene pumparound preheat exchanger #3 (E-103) conducted on 2023-03-22 revealed a fouling level of 3.3%. Visual examination showed moderate deposits on the heat transfer surfaces consistent with slow fouling. No significant corrosion or mechanical damage was observed during the inspection.,3.3,,,LOW,No action,2024-03-21
INS-2023-0304,101-E-007,2023-03-22,INTERNAL,Internal inspection of overhead naphtha condenser E-107 revealed a fouling level of 3.7%. The condenser surfaces showed moderate deposits consistent with slow fouling. No significant corrosion or mechanical damage was observed. The unit is currently in service for column overhead condensing as per drawing 101-E-007.,3.7,,,LOW,No action,2024-03-21
INS-2023-0305,101-E-008B,2023-03-22,INTERNAL,"Internal inspection of the overhead trim condenser (E-108) revealed minimal fouling with a measured fouling percentage of 3.7%. The two-bundle unit showed no signs of corrosion or mechanical damage. Tubes appeared clean and intact, consistent with recent cleaning activities. No deposits or blockages were observed within the tube bundles.",3.7,,,LOW,No action,2024-03-21
INS-2023-0306,101-E-012,2023-03-22,INTERNAL,"Internal inspection of the Residue Rundown Cooler (E-112) on 2023-03-22 revealed fouling at 3.3%. The unit is used for atmospheric residue rundown service. The inspection was conducted following the work order for open, clean, and inspect of the run-around gas knockout.",3.3,,,LOW,No action,2024-03-21
INS-2023-0307,101-D-003,2023-03-23,INTERNAL,"Internal inspection of Diesel Stripper D-103 revealed clean internals with no visible signs of corrosion, fouling, or mechanical damage. All trays and packing were intact and properly seated. No leaks or deposits were observed within the column shell or internals. The equipment appeared to be in good condition consistent with recent cleaning activities.",,,,LOW,No action,2024-03-22
INS-2023-0308,101-E-002,2023-03-23,INTERNAL,Internal inspection of crude/atmospheric residue preheat exchanger #2 (E-102) conducted on 2023-03-23 revealed a fouling level of 2.7%. The exchanger surfaces showed early signs of deposit buildup consistent with routine operation. No significant corrosion or mechanical damage was observed during the inspection.,2.7,,,LOW,No action,2024-03-22
INS-2023-0309,101-E-006,2023-03-23,INTERNAL,Internal inspection of crude/atmospheric residue preheat exchanger #6 (E-106) on 2023-03-23 revealed a fouling level of 2.7% at the cold end. The exchanger surfaces showed minor deposits consistent with early-stage fouling. No significant corrosion or damage was observed during the inspection.,2.7,,,LOW,No action,2024-03-22
INS-2023-0310,101-E-011,2023-03-23,INTERNAL,Internal inspection of diesel product / BFW exchanger (E-111) conducted on 2023-03-23 revealed fouling at 3.5%. The exchanger surfaces showed minor deposits consistent with normal operation. No significant corrosion or mechanical damage was observed. The overall condition appears stable with typical wear patterns.,3.5,,,LOW,No action,2024-03-22
INS-2023-0311,101-E-001,2023-03-24,INTERNAL,Internal inspection of crude/atmospheric residue preheat exchanger #1 (E-101) conducted on 2023-03-24 revealed a fouling level of 2.9% on the hot end tubesheet. The exchanger surfaces showed minor deposits consistent with early-stage fouling. No significant corrosion or mechanical damage was observed during the inspection.,2.9,,,LOW,No action,2024-03-23
INS-2023-0312,101-E-009,2023-03-24,INTERNAL,Internal inspection of Naphtha/Crude Interchanger (E-109) conducted on 2023-03-24 revealed a fouling level of 2.4%. The exchanger surfaces showed minor deposits consistent with early-stage fouling. No significant corrosion or mechanical damage was observed during the examination.,2.4,,,LOW,No action,2024-03-23
INS-2023-0313,101-E-010,2023-03-24,INTERNAL,Internal inspection of kerosene stripper reboiler (E-110) on 2023-03-24 revealed fouling covering approximately 3.8% of the heat transfer surface. No significant wall loss or corrosion was observed during the inspection. The reboiler tubes appeared intact with no visible leaks or mechanical damage.,3.8,,,LOW,No action,2024-03-23
INS-2023-0314,101-E-015,2023-03-24,INTERNAL,"Internal inspection of crude/AGO product preheat exchanger #5 (E-105) on 2023-03-24 revealed a fouling percentage of 2.9%. The exchanger surfaces showed light deposits consistent with slow fouling. No significant corrosion or damage was observed during the inspection. The unit was last serviced under work order ""TA OPEN CLEAN INSPECT RGKT.""",2.9,,,LOW,No action,2024-03-23
INS-2023-0315,101-V-001,2023-03-24,INTERNAL,Internal inspection of Electrostatic Desalter V-101 revealed localized wall thinning on the vessel shell. No numeric thickness readings were recorded during the inspection. The internal surfaces showed signs of mild corrosion consistent with crude desalting service. No visible cracks or pitting were observed.,,,,LOW,No action,2024-03-23
INS-2023-0316,103-D-012,2023-03-24,INTERNAL,"Internal inspection of kerosene stripper D-102 revealed clean internals with no visible corrosion, deposits, or mechanical damage. All trays and packing were intact and properly seated. No signs of fouling or leakage were observed during the examination.",,,,LOW,No action,2024-03-23
INS-2023-0317,101-D-001,2023-03-25,INTERNAL,"Internal inspection of overhead reflux drum D-101 revealed clean and intact surfaces with no visible signs of corrosion, deposits, or mechanical damage. The vessel interior appeared free of debris and residue consistent with recent cleaning activities. No abnormalities were noted during the inspection conducted on 2023-03-25.",,,,LOW,No action,2024-03-24
INS-2023-0318,101-E-004,2023-03-25,INTERNAL,Internal inspection of crude/diesel pumparound preheat exchanger #4 (E-104) conducted on 2023-03-25 revealed a fouling level of 2.2%. The exchanger surfaces showed minor deposits consistent with early-stage fouling. No significant corrosion or mechanical damage was observed during the inspection.,2.2,,,LOW,No action,2024-03-24
INS-2023-0319,101-E-008A,2023-03-25,INTERNAL,"Internal inspection of the overhead trim condenser (two-bundle) E-108 was conducted on 2023-03-25. Visual examination revealed minor fouling on the tube surfaces, quantified at 3.3%. No signs of corrosion, pitting, or mechanical damage were observed. The bundle configuration and tube integrity appear intact and consistent with design specifications.",3.3,,,LOW,No action,2024-03-24
INS-2023-0320,101-H-001,2023-03-25,INTERNAL,"Internal inspection of crude fired heater H-101 revealed no visible signs of tube degradation, fouling, or corrosion. The heating tubes appeared clean with intact refractory lining. No leaks or mechanical damages were observed during the examination.",,,,LOW,No action,2024-03-24
INS-2023-0321,101-P-001B,2023-04-17,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2023-04-17. Vibration level measured at 3.09 mm/s. Equipment observed operating within normal parameters with no abnormal noise or movement detected. Lube seal area visually inspected during the vibration check.,,,2.43,LOW,No action,2023-07-17
INS-2023-0322,101-P-002A,2023-04-17,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2023-04-17. Vibration reading recorded at 3.2 mm/s. Previous maintenance involved replacement of mechanical seal as per work order REPL MECH SEAL. No visible leaks observed at the seal area during inspection.,,,0.57,LOW,No action,2023-07-17
INS-2023-0323,101-P-004B,2023-04-17,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2023-04-17. Vibration level recorded at 2.92 mm/s. Equipment is operating within expected parameters. No abnormal vibration detected during inspection.,,,0.56,LOW,No action,2023-07-17
INS-2023-0324,101-P-005A,2023-04-17,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2023-04-17. Vibration reading recorded at 3.28 mm/s. Inspection focused on lubrication seal condition as per work order VIB CHECK LUBE SEAL INSP. No visual abnormalities noted on external seal housing during inspection.,,,2.53,LOW,No action,2023-07-17
INS-2023-0325,101-P-002B,2023-04-18,VIBRATION,Desalter water pump B (P-102B) was inspected for vibration on 2023-04-18. The vibration reading recorded was 2.85 mm/s. The pump is in service for desalter wash water as per drawing 101-P-002B. Previous work order noted vibration check and lubrication seal inspection.,,,0.49,LOW,No action,2023-07-18
INS-2023-0326,101-P-003A,2023-04-18,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2023-04-18. The vibration reading recorded was 5.93 mm/s. The pump services the column overhead reflux as per drawing 101-P-003A. The most recent work order referenced was for vibration check and lubrication seal inspection.,,,5.84,HIGH,Replace bearings,2023-07-18
INS-2023-0327,101-P-005B,2023-04-18,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2023-04-18. Vibration amplitude measured at 2.75 mm/s. No abnormalities observed during the inspection. Equipment operating within expected parameters.,,,0.52,LOW,No action,2023-07-18
INS-2023-0328,101-P-006A,2023-04-18,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2023-04-18. The vibration reading recorded was 2.78 mm/s. The equipment is in diesel rundown service as per drawing 101-P-006A. Previous work order involved vibration check and lubrication seal inspection.,,,2.3,LOW,No action,2023-07-18
INS-2023-0329,101-P-003B,2023-04-19,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2023-04-19. Vibration reading measured 1.7 mm/s. No abnormal vibrations detected during the assessment. Equipment appeared to be operating within expected parameters.,,,0.56,LOW,No action,2023-07-19
INS-2023-0330,101-P-004A,2023-04-19,VIBRATION,The atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2023-04-19. The vibration reading recorded was 3.0 mm/s. The pump is operating in the column bottoms service as per drawing 101-P-004A. The most recent maintenance activity noted was a vibration check and lubrication seal inspection.,,,2.35,LOW,No action,2023-07-19
INS-2023-0331,101-P-006B,2023-04-19,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2023-04-19 during diesel rundown service. Vibration amplitude measured 1.68 mm/s. The equipment showed stable operation with no abnormal vibration detected. Previous work order involved vibration check and lubrication seal inspection.,,,0.54,LOW,No action,2023-07-19
INS-2023-0332,101-P-001A,2023-04-30,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2023-04-30. Vibration reading recorded at 3.06 mm/s. Equipment is in crude charge to heater service. Previous work order involved vibration check and lube seal inspection.,,,2.51,LOW,No action,2023-07-30
INS-2023-0333,101-P-001B,2023-07-17,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2023-07-17. Vibration readings were recorded at 3.21 mm/s. The pump is in crude charge service to the heater. The most recent work order involved a vibration check and lubrication seal inspection.,,,2.38,LOW,No action,2023-10-16
INS-2023-0334,101-P-002A,2023-07-17,VIBRATION,Desalter water pump A (P-102A) was inspected for vibration on 2023-07-17. Vibration reading measured at 3.21 mm/s. The pump is in desalter wash water service. Recent maintenance included replacement of mechanical seal as per work order REPL MECH SEAL.,,,0.56,LOW,No action,2023-10-16
INS-2023-0335,101-P-004B,2023-07-17,VIBRATION,Atmospheric residue bottoms pump B (P-104B) was inspected for vibration on 2023-07-17. Vibration reading recorded at 1.96 mm/s. Equipment observed operating within normal parameters with no abnormal noise or movement detected. Lube seal condition appeared intact during inspection.,,,2.25,LOW,No action,2023-10-16
INS-2023-0336,101-P-005A,2023-07-17,VIBRATION,Naphtha product pump A (P-105A) operating in naphtha rundown service was inspected for vibration on 2023-07-17. Vibration reading recorded at 1.82 mm/s. The equipment corresponds to drawing 101-P-005A. Recent maintenance involved vibration check and lubrication seal inspection.,,,0.52,LOW,No action,2023-10-16
INS-2023-0337,101-P-002B,2023-07-18,VIBRATION,Desalter water pump B (P-102B) vibration inspection conducted on 2023-07-18 showed a vibration level of 2.65 mm/s. The equipment is operating within normal vibration parameters. No abnormal vibration signatures were detected during the assessment.,,,2.32,LOW,No action,2023-10-17
INS-2023-0338,101-P-003A,2023-07-18,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2023-07-18. The vibration reading recorded was 7.67 mm/s. The inspection was conducted in conjunction with a lubrication seal check as per the latest work order. No visible abnormalities were noted on the pump housing or mounting during the inspection.,,,5.9,HIGH,Replace bearings,2023-10-17
INS-2023-0339,101-P-005B,2023-07-18,VIBRATION,Naphtha product pump B (P-105B) was inspected for vibration on 2023-07-18 during naphtha rundown service. Vibration level measured at 1.82 mm/s. No abnormal vibration patterns observed at the time of inspection.,,,2.42,LOW,No action,2023-10-17
INS-2023-0340,101-P-006A,2023-07-18,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2023-07-18. Vibration reading recorded at 1.67 mm/s. No abnormal vibration levels observed during the inspection. Equipment appeared to be operating within normal parameters.,,,0.54,LOW,No action,2023-10-17
INS-2023-0341,101-P-003B,2023-07-19,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2023-07-19. Vibration amplitude measured 1.91 mm/s. The pump is in column overhead reflux service. Previous work order involved vibration check and lubrication seal inspection.,,,0.53,LOW,No action,2023-10-18
INS-2023-0342,101-P-004A,2023-07-19,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2023-07-19. Vibration reading recorded at 1.84 mm/s. Equipment operating in column bottoms service as per drawing 101-P-004A. Previous maintenance involved lubrication seal inspection.,,,0.57,LOW,No action,2023-10-18
INS-2023-0343,101-P-006B,2023-07-19,VIBRATION,Diesel product pump B (P-106B) was inspected for vibration on 2023-07-19 during diesel rundown service. Vibration amplitude measured at 3.19 mm/s. No abnormal noise or visible signs of distress were observed at the time of inspection.,,,2.46,LOW,No action,2023-10-18
INS-2023-0344,101-P-001A,2023-07-30,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2023-07-30. Vibration reading recorded at 3.14 mm/s. Equipment is in crude charge to heater service. Previous work order noted as vibration check and lube seal inspection.,,,0.57,LOW,No action,2023-10-29
INS-2023-0345,101-P-001B,2023-10-16,VIBRATION,Crude charge pump B (P-101B) was inspected for vibration on 2023-10-16. Vibration level recorded at 1.85 mm/s. Equipment observed operating within normal parameters with no abnormal noise or movement detected.,,,0.56,LOW,No action,2024-01-15
INS-2023-0346,101-P-002A,2023-10-16,VIBRATION,Desalter water pump A (P-102A) vibration measured at 2.53 mm/s during inspection on 2023-10-16. Vibration levels recorded at the seal area indicate consistent operation within observed parameters. No abnormal noise or movement detected at the time of inspection. Previous maintenance included lubrication seal inspection as per work order.,,,2.38,LOW,No action,2024-01-15
INS-2023-0347,101-P-004B,2023-10-16,VIBRATION,Atmospheric residue bottoms pump B (P-104B) operating in column bottoms service was inspected for vibration on 2023-10-16. Vibration readings recorded at 2.85 mm/s. No abnormal vibration levels detected during the inspection. Previous work order involved vibration check and lubrication seal inspection.,,,0.55,LOW,No action,2024-01-15
INS-2023-0348,101-P-005A,2023-10-16,VIBRATION,Naphtha product pump A (P-105A) was inspected for vibration on 2023-10-16. Vibration reading recorded at 1.81 mm/s. The pump is in naphtha rundown service. Previous maintenance included mechanical seal replacement.,,,2.38,LOW,No action,2024-01-15
INS-2023-0349,101-P-002B,2023-10-17,VIBRATION,Desalter water pump B (P-102B) vibration measurement recorded at 1.96 mm/s on 2023-10-17. Equipment operating within expected vibration range. No abnormal vibration levels detected during inspection.,,,0.58,LOW,No action,2024-01-16
INS-2023-0350,101-P-003A,2023-10-17,VIBRATION,Overhead reflux pump A (P-103A) was inspected for vibration on 2023-10-17. The vibration reading recorded was 2.6 mm/s. The pump is in service for column overhead reflux as per drawing 101-P-003A. The most recent work order referenced a vibration check and lubrication seal inspection.,,,2.5,LOW,No action,2024-01-16
INS-2023-0351,101-P-005B,2023-10-17,VIBRATION,Naphtha product pump B (P-105B) was inspected on 2023-10-17 for vibration levels. The measured vibration was 2.66 mm/s. The equipment is in naphtha rundown service. The most recent work order involved vibration check and lubrication seal inspection.,,,0.55,LOW,No action,2024-01-16
INS-2023-0352,101-P-006A,2023-10-17,VIBRATION,Diesel product pump A (P-106A) was inspected for vibration on 2023-10-17. The vibration reading recorded was 1.61 mm/s. The equipment is in diesel rundown service as per drawing 101-P-006A. Previous work order involved vibration check and lubrication seal inspection.,,,2.32,LOW,No action,2024-01-16
INS-2023-0353,101-P-003B,2023-10-18,VIBRATION,Overhead reflux pump B (P-103B) was inspected for vibration on 2023-10-18. Measured vibration level was 1.7 mm/s. The pump is in column overhead reflux service. Previous work order involved lubrication seal inspection.,,,0.56,LOW,No action,2024-01-17
INS-2023-0354,101-P-004A,2023-10-18,VIBRATION,Atmospheric residue bottoms pump A (P-104A) was inspected for vibration on 2023-10-18. Vibration readings recorded at the pump bearing were 2.56 mm/s. The equipment was operating under column bottoms service during the inspection. The previous work order involved vibration check and lubrication seal inspection.,,,2.35,LOW,No action,2024-01-17
INS-2023-0355,101-P-006B,2023-10-18,VIBRATION,Diesel product pump B (P-106B) operating in diesel rundown service was inspected for vibration on 2023-10-18. Vibration measurement recorded at 2.88 mm/s. No abnormal noise or visual defects observed during inspection.,,,0.57,LOW,No action,2024-01-17
INS-2023-0356,101-P-001A,2023-10-29,VIBRATION,Crude charge pump A (P-101A) was inspected for vibration on 2023-10-29. Vibration velocity measured 2.41 mm/s. The pump is in crude charge service to the heater. Recent maintenance included a vibration check and lube seal inspection.,,,2.57,LOW,No action,2024-01-28
INS-2023-0357,101-C-001,2023-11-08,UT_THICKNESS,The atmospheric distillation column C-101 was inspected using ultrasonic thickness measurement on 2023-11-08. The minimum wall thickness recorded was 13.92 mm. The inspection was conducted following the recent turn-around internal tray inspection. No anomalies or irregularities were observed in the measured thickness values.,,13.92,,LOW,No action,2024-11-07
INS-2023-0358,101-D-001,2023-11-09,UT_THICKNESS,The overhead reflux drum (D-101) was inspected using ultrasonic thickness measurement on 2023-11-09. The minimum wall thickness recorded was 11.81 mm. The equipment is currently in service as an overhead accumulator. The most recent work order indicates an internal inspection and cleaning was performed.,,11.81,,LOW,No action,2024-11-08
INS-2023-0359,101-E-001,2023-11-10,UT_THICKNESS,Ultrasonic thickness inspection of crude/atmospheric residue preheat exchanger #1 (E-101) hot end conducted on 2023-11-10 recorded a minimum wall thickness of 6.12 mm. The measurement indicates the current state of the exchanger's pressure boundary. The unit was previously subjected to turnaround open cleaning and inspection as per the latest work order. No anomalies or deviations from expected thickness profiles were observed during the inspection.,,6.12,,LOW,No action,2024-11-09
INS-2023-0360,101-E-010,2023-11-10,UT_THICKNESS,Ultrasonic thickness inspection performed on kerosene stripper reboiler (E-110) on 2023-11-10. Minimum wall thickness measured at 5.08 mm. No visible external corrosion or damage observed on the inspected surfaces. Equipment is in kerosene reboil service as per drawing 101-E-010.,,5.08,,MEDIUM,"Monitor, re-UT in 12 months",2024-11-09
INS-2023-0361,101-V-001,2023-11-10,UT_THICKNESS,Ultrasonic thickness inspection performed on electrostatic desalter V-101 on 2023-11-10 recorded a minimum wall thickness of 10.05 mm. The equipment is in crude desalting service. Previous maintenance included internal cleaning as per work order TA INTERNAL INSP CLEAN. No visible external corrosion or damage noted at inspection time.,,10.05,,MEDIUM,"Monitor, re-UT in 12 months",2024-11-09
INS-2023-0362,103-D-012,2023-11-10,UT_THICKNESS,The kerosene stripper D-102 was inspected using ultrasonic thickness measurement on 2023-11-10. The minimum wall thickness recorded was 11.81 mm. The equipment is currently in kerosene stripping service. The last recorded maintenance activity was an internal inspection and cleaning as per work order TA INTERNAL INSP CLEAN.,,11.81,,LOW,No action,2024-11-09
INS-2023-0363,101-D-003,2023-11-11,UT_THICKNESS,Ultrasonic thickness measurement was performed on Diesel Stripper D-103 (drawing 101-D-003) on 2023-11-11. The minimum wall thickness recorded was 11.9 mm. The equipment is in diesel stripping service. The most recent work order involved internal inspection and cleaning.,,11.9,,LOW,No action,2024-11-10
INS-2023-0364,101-E-002,2023-11-11,UT_THICKNESS,"Ultrasonic thickness inspection conducted on 2023-11-11 on crude/atmospheric residue preheat exchanger #2 (E-102) revealed a minimum wall thickness of 6.17 mm. The equipment is in crude preheat service. Previous maintenance included a turnaround with open, clean, and inspect of the reflux gas knockout drum.",,6.17,,LOW,No action,2024-11-10
INS-2023-0365,101-E-011,2023-11-11,UT_THICKNESS,"The Diesel Product / BFW exchanger (E-111, drawing 101-E-011) was inspected on 2023-11-11 using ultrasonic thickness measurement. The minimum wall thickness recorded was 6.2 mm. The exchanger is in service for diesel product cooling. The most recent work order involved opening, cleaning, and inspecting the rack.",,6.2,,LOW,No action,2024-11-10
INS-2023-0366,101-D-004,2023-11-12,UT_THICKNESS,"The residue flash drum (D-104, drawing 101-D-004) was inspected using ultrasonic thickness (UT) measurement on 2023-11-12. The minimum wall thickness recorded was 11.8 mm. The equipment is in residue flash service. The most recent work order involved internal inspection and cleaning.",,11.8,,LOW,No action,2024-11-11
INS-2023-0367,101-E-003,2023-11-12,UT_THICKNESS,"Ultrasonic thickness inspection conducted on 2023-11-12 on crude/kerosene pumparound preheat exchanger #3 (E-103) revealed a minimum wall thickness of 6.26 mm. The equipment is in crude preheat/kerosene pumparound service. Previous maintenance included tube bundle opening, cleaning, and inspection as per work order.",,6.26,,LOW,No action,2024-11-11
INS-2023-0368,101-E-012,2023-11-12,UT_THICKNESS,"The residue rundown cooler (E-112, drawing 101-E-012) was inspected using ultrasonic thickness measurement on 2023-11-12. The minimum wall thickness recorded was 6.14 mm. The equipment is used in atmospheric residue rundown service. The most recent work order involved opening, cleaning, and inspecting the gasket.",,6.14,,LOW,No action,2024-11-11
INS-2023-0369,101-E-004,2023-11-13,UT_THICKNESS,Ultrasonic thickness measurement conducted on 2023-11-13 at crude/diesel pumparound preheat exchanger #4 (E-104) revealed a minimum wall thickness of 6.19 mm. The inspection was performed following the recent turnaround work order for open cleaning and inspection of the exchanger. No immediate abnormalities or deviations from expected thickness profiles were observed during the measurement.,,6.19,,LOW,No action,2024-11-12
